airport_code,viz_count,avg_visibility,median_visibility,max_visibility,min_visibility,std_visibility,AIRPORT NAME,LOCATION,ST,PROCEDURE NAME,LPV or LP,DA OR MDA,VIS,HAT,ILS to Rwy (Y/N),Rwy End Cntr,ILS @ Arpt (Y/N),WAAS CHANNEL #
KFSM,1,10.0,10.0,10.0,10.0,,FORT SMITH RGNL,FORT SMITH,AR,RNAV (GPS) RWY 01,LPV,705,1,256,N,1.0,Y,58217
KFST,1,10.0,10.0,10.0,10.0,,FORT STOCKTON-PECOS COUNTY,FORT STOCKTON,TX,RNAV (GPS) RWY 12,LPV,3252,1,250,N,1.0,N,78014
KMEI,1,10.0,10.0,10.0,10.0,,KEY FIELD,MERIDIAN,MS,RNAV (GPS) RWY 04,LPV,576,0.875,281,N,1.0,Y,42533
KFWS,1,10.0,10.0,10.0,10.0,,FORT WORTH SPINKS,FORT WORTH,TX,RNAV (GPS) RWY 35L,LPV,889, 0.5,200,Y,1.0,Y,57999
KMDS,1,10.0,10.0,10.0,10.0,,MADISON MUNI,MADISON,SD,RNAV (GPS) RWY 33,LPV,1963,1,250,N,1.0,N,58321
KGCY,1,10.0,10.0,10.0,10.0,,GREENEVILLE-GREENE COUNTY MUNI,GREENVILLE,TN,RNAV (GPS) RWY 05,LPV,1876,1,268,N,1.0,N,58330
KMDQ,1,10.0,10.0,10.0,10.0,,HUNTSVILLE EXECUTIVE AIRPORT TOM SHARP JR FLD,HUNTSVILLE,AL,RNAV (GPS) RWY 36,LPV,963, 0.75,200,N,1.0,Y,53702
KMDD,1,10.0,10.0,10.0,10.0,,MIDLAND AIRPARK,MIDLAND,TX,RNAV (GPS) RWY 34,LPV,3047,0.875,250,N,1.0,N,58029
KMCW,1,8.0,8.0,8.0,8.0,,MASON CITY MUNI,MASON CITY,IA,RNAV (GPS) RWY 30,LP,1680,1,484,N,1.0,Y,40122
KFYM,1,10.0,10.0,10.0,10.0,,FAYETTEVILLE MUNI,FAYETTEVILLE,TN,RNAV (GPS) RWY 02,LPV,1228,1,250,N,1.0,N,61017
KFZG,1,10.0,10.0,10.0,10.0,,FITZGERALD MUNI,FITZGERALD,GA,RNAV (GPS) RWY 02,LPV,611, 0.75,250,N,1.0,N,72924
KGAD,1,10.0,10.0,10.0,10.0,,NORTHEAST ALABAMA RGNL,GADSDEN,AL,RNAV (GPS) RWY 36,LP,1600,1.25,1045,N,1.0,Y,90224
KGAI,1,10.0,10.0,10.0,10.0,,MONTGOMERY COUNTY AIRPARK,GAITHERSBURG,MD,RNAV (GPS) RWY 14,LPV,789,1,269,N,1.0,N,77502
KGCD,1,10.0,10.0,10.0,10.0,,GRANT CO RGNL/OGILVIE FIELD,JOHN DAY,OR,RNAV (GPS) Z RWY 09,LPV,4269,2,600,N,1.0,N,73010
KMCB,1,10.0,10.0,10.0,10.0,,MC COMB/PIKE COUNTY/JOHN E LEWIS FIELD,MC COMB,MS,RNAV (GPS) RWY 16,LPV,615, 0.75,202,Y,1.0,Y,72824
KMBY,1,10.0,10.0,10.0,10.0,,OMAR N BRADLEY,MOBERLY,MO,RNAV (GPS) RWY 13,LPV,1114,1,250,N,1.0,N,56621
KHBG,1,10.0,10.0,10.0,10.0,,HATTIESBURG BOBBY L CHAIN MUNI,HATTIESBURG,MS,RNAV (GPS) Z RWY 13,LPV,351, 0.75,200,N,,N,86403
KHCD,1,10.0,10.0,10.0,10.0,,HUTCHINSON MUNI-BUTLER FIELD,HUTCHINSON,MN,RNAV (GPS) RWY 15,LPV,1311,0.875,250,N,1.0,N,77622
KLHQ,1,10.0,10.0,10.0,10.0,,FAIRFIELD COUNTY,LANCASTER,OH,RNAV (GPS) RWY 28,LPV,1068, 0.75,200,N,1.0,N,69628
KJAN,1,10.0,10.0,10.0,10.0,,JACKSON-MEDGAR WILEY EVERS INTL,JACKSON,MS,RNAV (GPS) RWY 34R,LPV,646,4700,300,N,1.0,Y,45811
KJNX,1,10.0,10.0,10.0,10.0,,JOHNSTON REGIONAL,SMITHFIELD,NC,RNAV (GPS) RWY 03,LPV,397, 0.5,250,Y,1.0,Y,48819
KHSD,1,10.0,10.0,10.0,10.0,,SUNDANCE,OKLAHOMA CITY,OK,RNAV (GPS) RWY 18,LPV,1427,1,250,N,1.0,N,81923
KJKA,1,10.0,10.0,10.0,10.0,,JACK EDWARDS,GULF SHORES,AL,RNAV (GPS) RWY 09,LPV,310,1,294,N,1.0,Y,86503
KJFZ,1,10.0,10.0,10.0,10.0,,TAZEWELL COUNTY,RICHLANDS,VA,RNAV (GPS) RWY 07,LP,3080,1,427,N,1.0,N,63224
KHUL,1,10.0,10.0,10.0,10.0,,HOULTON INTL,HOULTON,ME,RNAV (GPS) RWY 05,LP,960,1,477,N,1.0,N,62924
KJER,1,10.0,10.0,10.0,10.0,,JEROME COUNTY,JEROME,ID,RNAV (GPS) RWY 27,LPV,4434,1.25,381,N,1.0,N,90514
KHUM,1,7.0,7.0,7.0,7.0,,HOUMA-TERREBONNE,HOUMA,LA,RNAV (GPS) RWY 12,LPV,294,1,285,N,1.0,Y,56313
KHVN,1,10.0,10.0,10.0,10.0,,TWEED-NEW HAVEN,NEW HAVEN,CT,RNAV (GPS) RWY 20,LP,540,1,530,N,1.0,Y,45937
KHVS,1,10.0,10.0,10.0,10.0,,HARTSVILLE RGNL,HARTSVILLE,SC,RNAV (GPS) RWY 21,LP,760,1,396,N,1.0,N,69640
KJAS,1,10.0,10.0,10.0,10.0,,JASPER COUNTY-BELL FIELD,JASPER,TX,RNAV (GPS) RWY 36,LPV,594,1.375,402,N,1.0,N,42813
KHYX,1,10.0,10.0,10.0,10.0,,SAGINAW COUNTY H W BROWNE,SAGINAW,MI,RNAV (GPS) RWY 10,LPV,800, 0.75,200,N,1.0,Y,50200
KLHM,1,4.0,4.0,4.0,4.0,,LINCOLN RGNL/KARL HARDER FIELD,LINCOLN,CA,RNAV (GPS) RWY 15,LPV,321, 0.5,200,Y,1.0,Y,82618
KIXD,1,10.0,10.0,10.0,10.0,,NEW CENTURY AIRCENTER,OLATHE,KS,RNAV (GPS) RWY 22,LPV,1337,1,250,N,1.0,Y,45739
KIAG,1,10.0,10.0,10.0,10.0,,NIAGARA FALLS INTL,NIAGARA FALLS,NY,RNAV (GPS) Z RWY 24,LP,1000,1,408,N,,Y,45532
KIAH,1,10.0,10.0,10.0,10.0,,GEORGE BUSH INTERCONTINENTAL/HOUSTON,HOUSTON,TX,RNAV (GPS) Z RWY 26L,LPV,295,1800,200,Y,1.0,Y,49226
KISW,1,10.0,10.0,10.0,10.0,,ALEXANDER FIELD SOUTH WOOD COUNTY,WISCONSIN RAPIDS,WI,RNAV (GPS) RWY 02,LPV,1298,1,280,N,1.0,N,77731
KISQ,1,10.0,10.0,10.0,10.0,,SCHOOLCRAFT COUNTY,MANISTIQUE,MI,RNAV (GPS) RWY 28,LP,1020,1,347,N,1.0,N,52527
KIGM,1,10.0,10.0,10.0,10.0,,KINGMAN,KINGMAN,AZ,RNAV (GPS) Z RWY 21,LPV,3653,1,250,N,1.0,N,70612
KIPT,1,10.0,10.0,10.0,10.0,,WILLIAMSPORT RGNL,WILLIAMSPORT,PA,RNAV (GPS) RWY 12,LP,1100,1,572,N,1.0,Y,49024
KIKG,1,10.0,10.0,10.0,10.0,,KLEBERG COUNTY,KINGSVILLE,TX,RNAV (GPS) RWY 13,LPV,380, 0.75,250,N,1.0,N,86618
KILE,1,10.0,10.0,10.0,10.0,,SKYLARK FIELD,KILLEEN,TX,RNAV (GPS) RWY 01,LPV,1044, 0.75,200,Y,1.0,Y,50239
KILG,1,10.0,10.0,10.0,10.0,,NEW CASTLE,WILMINGTON,DE,RNAV (GPS) RWY 09,LPV,394,1,314,N,1.0,Y,49015
KHSA,1,10.0,10.0,10.0,10.0,,STENNIS INTL,BAY ST LOUIS,MS,RNAV (GPS) RWY 18,LPV,223, 0.5,200,Y,1.0,Y,58224
KJSO,1,10.0,10.0,10.0,10.0,,CHEROKEE COUNTY,JACKSONVILLE,TX,RNAV (GPS) RWY 14,LPV,928,1,250,N,1.0,N,56429
KJST,1,10.0,10.0,10.0,10.0,,JOHN MURTHA JOHNSTOWN-CAMBRIA CO,JOHNSTOWN,PA,RNAV (GPS) RWY 23,LPV,2530, 0.75,250,N,1.0,Y,53429
KJVY,1,10.0,10.0,10.0,10.0,,CLARK RGNL,JEFFERSONVILLE,IN,RNAV (GPS) RWY 18,LPV,676, 0.5,200,Y,1.0,Y,82426
KHDE,1,10.0,10.0,10.0,10.0,,BREWSTER FIELD,HOLDREGE,NE,RNAV (GPS) RWY 36,LPV,2559,1,250,N,1.0,N,69301
KLGC,1,10.0,10.0,10.0,10.0,,LAGRANGE-CALLAWAY,LAGRANGE,GA,RNAV (GPS) RWY 13,LPV,1082,1.5,401,N,1.0,Y,40416
KHEF,1,10.0,10.0,10.0,10.0,,MANASSAS RGNL/HARRY P DAVIS FIELD,WASHINGTON,DC,RNAV (GPS) RWY 34L,LP,640,1,458,N,1.0,Y,56239
KHEI,1,10.0,10.0,10.0,10.0,,HETTINGER MUNI,HETTINGER,ND,RNAV (GPS) RWY 30,LPV,2956,1,250,N,1.0,N,82738
KHFJ,1,10.0,10.0,10.0,10.0,,MONETT RGNL,MONETT,MO,RNAV (GPS) RWY 18,LPV,1564, 0.75,250,N,1.0,N,53403
KHGR,1,10.0,10.0,10.0,10.0,,HAGERSTOWN RGNL-RICHARD A HENSON FLD,HAGERSTOWN,MD,RNAV (GPS) RWY 09,LPV,895, 0.75,200,Y,1.0,Y,49011
KHHF,1,10.0,10.0,10.0,10.0,,HEMPHILL COUNTY,CANADIAN,TX,RNAV (GPS) RWY 22,LP,2800,1,418,N,1.0,N,48837
KLEW,1,10.0,10.0,10.0,10.0,,AUBURN/LEWISTON MUNI,AUBURN/LEWISTON,ME,RNAV (GPS) RWY 04,LPV,470, 0.5,200,Y,1.0,Y,69219
KLEE,1,10.0,10.0,10.0,10.0,,LEESBURG INTL,LEESBURG,FL,RNAV (GPS) RWY 03,LP,580,1,513,N,1.0,N,93526
KLDM,1,10.0,10.0,10.0,10.0,,MASON COUNTY,LUDINGTON,MI,RNAV (GPS) RWY 26,LPV,975,1.25,329,N,1.0,N,49206
KLCH,1,10.0,10.0,10.0,10.0,,LAKE CHARLES RGNL,LAKE CHARLES,LA,RNAV (GPS) RWY 05,LP,340,1,326,Y,1.0,Y,69440
KLBL,1,10.0,10.0,10.0,10.0,,LIBERAL MID-AMERICA RGNL,LIBERAL,KS,RNAV (GPS) RWY 35,LPV,3075, 0.5,200,Y,1.0,Y,63005
KHII,1,10.0,10.0,10.0,10.0,,LAKE HAVASU CITY,LAKE HAVASU CITY,AZ,RNAV (GPS) RWY 14,LP,2140,3,1391,N,1.0,N,53330
KHOE,1,10.0,10.0,10.0,10.0,,HOMERVILLE,HOMERVILLE,GA,RNAV (GPS) RWY 32,LPV,497,1,311,N,1.0,N,61318
KLAS,1,10.0,10.0,10.0,10.0,,MC CARRAN INTL,LAS VEGAS,NV,RNAV (GPS) RWY 19L,LP,2640,1,528,N,1.0,Y,45542
KLAR,1,10.0,10.0,10.0,10.0,,LARAMIE RGNL,LARAMIE,WY,RNAV (GPS) RWY 30,LPV,7528,1,250,N,1.0,N,53600
KLAN,1,10.0,10.0,10.0,10.0,,CAPITAL REGION INTL,LANSING,MI,RNAV (GPS) RWY 28L,LPV,1052,2400,200,Y,1.0,Y,40414
KLAL,1,10.0,10.0,10.0,10.0,,LAKELAND LINDER RGNL,LAKELAND,FL,RNAV (GPS) RWY 05,LPV,336, 0.5,200,N,1.0,Y,42805
KHQG,1,10.0,10.0,10.0,10.0,,HUGOTON MUNI,HUGOTON,KS,RNAV (GPS) RWY 02,LPV,3383,1,250,N,1.0,N,63003
KHQZ,1,10.0,10.0,10.0,10.0,,MESQUITE METRO,MESQUITE,TX,RNAV (GPS) RWY 18,LPV,697, 0.75,250,Y,1.0,Y,58301
KJYL,1,10.0,10.0,10.0,10.0,,PLANTATION ARPK,SYLVANIA,GA,RNAV (GPS) RWY 05,LPV,478,1,300,N,1.0,N,93605
KMHT,1,10.0,10.0,10.0,10.0,,MANCHESTER,MANCHESTER,NH,RNAV (GPS) RWY 06,LPV,493,5000,269,Y,1.0,Y,58214
KMJQ,1,7.0,7.0,7.0,7.0,,JACKSON MUNI,JACKSON,MN,RNAV (GPS) RWY 31,LPV,1696,1,250,N,1.0,N,65932
KFOK,1,10.0,10.0,10.0,10.0,,FRANCIS S GABRESKI,WESTHAMPTON BEACH,NY,RNAV (GPS) RWY 24,LPV,266, 0.5,200,Y,1.0,Y,40009
KEET,1,10.0,10.0,10.0,10.0,,SHELBY COUNTY,ALABASTER,AL,RNAV (GPS) RWY 16,LPV,931,1.25,358,N,1.0,N,49219
KDVT,1,10.0,10.0,10.0,10.0,,PHOENIX DEER VALLEY,PHOENIX,AZ,RNAV (GPS) RWY 07R,LPV,1795,1.125,335,N,1.0,N,72917
KDWH,1,10.0,10.0,10.0,10.0,,DAVID WAYNE HOOKS MEMORIAL,HOUSTON,TX,RNAV (GPS) RWY 35L,LPV,451,1,299,N,1.0,N,45603
KDWU,1,10.0,10.0,10.0,10.0,,ASHLAND RGNL,ASHLAND,KY,RNAV (GPS) RWY 28,LP,1340,1,794,N,1.0,N,62923
KOSH,1,5.0,5.0,5.0,5.0,,WITTMAN RGNL,OSHKOSH,WI,RNAV (GPS) RWY 18,LPV,1044, 0.75,250,N,1.0,Y,58333
KOSC,1,10.0,10.0,10.0,10.0,,OSCODA-WURTSMITH,OSCODA,MI,RNAV (GPS) RWY 25,LPV,824, 0.5,200,Y,1.0,Y,82317
KE11,1,10.0,10.0,10.0,10.0,,ANDREWS COUNTY,ANDREWS,TX,RNAV (GPS) RWY 16,LPV,3533,1.25,359,N,1.0,N,65813
KE38,1,10.0,10.0,10.0,10.0,,ALPINE-CASPARIS MUNI,ALPINE,TX,RNAV (GPS) RWY 23,LPV,4999,1.375,517,N,1.0,N,50234
KEDE,1,10.0,10.0,10.0,10.0,,NORTHEASTERN RGNL,EDENTON,NC,RNAV (GPS) RWY 19,LPV,220, 0.75,200,Y,1.0,Y,90503
KEDN,1,10.0,10.0,10.0,10.0,,ENTERPRISE MUNI,ENTERPRISE,AL,RNAV (GPS) RWY 05,LPV,610,1,250,N,1.0,N,72614
KONT,1,10.0,10.0,10.0,10.0,,ONTARIO INTL,ONTARIO,CA,RNAV (GPS) Y RWY 08L,LPV,1266,3000,322,Y,1.0,Y,45807
KONM,1,10.0,10.0,10.0,10.0,,SOCORRO MUNI,SOCORRO,NM,RNAV (GPS) RWY 33,LP,5080,1,334,N,1.0,N,65927
KOGA,1,10.0,10.0,10.0,10.0,,SEARLE FIELD,OGALLALA,NE,RNAV (GPS) RWY 13,LP,3940,1,661,N,1.0,N,93531
KEHA,1,10.0,10.0,10.0,10.0,,ELKHART-MORTON COUNTY,ELKHART,KS,RNAV (GPS) RWY 35,LPV,3869,1,250,N,1.0,N,50417
KOLM,1,10.0,10.0,10.0,10.0,,OLYMPIA RGNL,OLYMPIA,WA,RNAV (GPS) RWY 17,LPV,407, 0.5,200,Y,1.0,Y,45599
KEKM,1,10.0,10.0,10.0,10.0,,ELKHART MUNI,ELKHART,IN,RNAV (GPS) RWY 27,LPV,1071,4000,293,Y,1.0,Y,50107
KOKZ,1,10.0,10.0,10.0,10.0,,KAOLIN FIELD,SANDERSVILLE,GA,RNAV (GPS) RWY 31,LPV,763,1.125,325,N,1.0,N,72721
KOKV,1,10.0,10.0,10.0,10.0,,WINCHESTER RGNL,WINCHESTER,VA,RNAV (GPS) RWY 14,LPV,976, 0.75,250,N,1.0,Y,70712
KOKM,1,10.0,10.0,10.0,10.0,,OKMULGEE RGNL,OKMULGEE,OK,RNAV (GPS) RWY 36,LPV,904, 0.75,200,N,1.0,Y,69242
KEKS,1,10.0,10.0,10.0,10.0,,ENNIS - BIG SKY,ENNIS,MT,RNAV (GPS) RWY 34,LPV,5644,1,275,N,1.0,N,45539
KELD,1,10.0,10.0,10.0,10.0,,SOUTH ARKANSAS RGNL AT GOODWIN FIELD,EL DORADO,AR,RNAV (GPS) RWY 22,LPV,602,0.625,343,Y,1.0,Y,77521
KOJA,1,10.0,10.0,10.0,10.0,,THOMAS P STAFFORD,WEATHERFORD,OK,RNAV (GPS) RWY 35,LP,1980,1,375,N,1.0,N,97534
KOIN,1,10.0,10.0,10.0,10.0,,OBERLIN MUNI,OBERLIN,KS,RNAV (GPS) RWY 17,LPV,3026,1,319,N,1.0,N,63037
KDUX,1,10.0,10.0,10.0,10.0,,MOORE COUNTY,DUMAS,TX,RNAV (GPS) RWY 01,LPV,3906,1,200,N,1.0,N,63016
KPAE,1,10.0,10.0,10.0,10.0,,SNOHOMISH COUNTY (PAINE FLD),EVERETT,WA,RNAV (GPS) Y RWY 16R,LPV,770,1800,200,Y,1.0,Y,60911
KDUC,1,10.0,10.0,10.0,10.0,,HALLIBURTON FIELD,DUNCAN,OK,RNAV (GPS) RWY 35,LPV,1294, 0.75,200,N,1.0,N,40241
KDTN,1,10.0,10.0,10.0,10.0,,SHREVEPORT DOWNTOWN,SHREVEPORT,LA,RNAV (GPS) RWY 32,LP,580,1,401,N,1.0,N,58140
KDCM,1,10.0,10.0,10.0,10.0,,CHESTER CATAWBA RGNL,CHESTER,SC,RNAV (GPS) RWY 35,LPV,940,1,292,N,1.0,N,40318
KDCU,1,10.0,10.0,10.0,10.0,,PRYOR FIELD RGNL,DECATUR,AL,RNAV (GPS) RWY 18,LPV,792, 0.75,200,Y,1.0,Y,82200
KDEC,1,10.0,10.0,10.0,10.0,,DECATUR,DECATUR,IL,RNAV (GPS) RWY 12,LP,1020,1,340,N,1.0,Y,70627
KPLR,1,10.0,10.0,10.0,10.0,,ST CLAIR COUNTY,PELL CITY,AL,RNAV (GPS) RWY 03,LPV,835,1.125,351,N,1.0,N,70540
KDED,1,10.0,10.0,10.0,10.0,,DELAND MUNI-SIDNEY H TAYLOR FIELD,DELAND,FL,RNAV (GPS) RWY 23,LPV,374,1,296,N,1.0,N,45700
KDGW,1,10.0,10.0,10.0,10.0,,CONVERSE COUNTY,DOUGLAS,WY,RNAV (GPS) RWY 11,LPV,5121, 0.75,200,N,1.0,N,58018
KDHT,1,10.0,10.0,10.0,10.0,,DALHART MUNI,DALHART,TX,RNAV (GPS) RWY 35,LPV,4237, 0.75,250,N,1.0,N,56355
KPIE,1,10.0,10.0,10.0,10.0,,ST PETE-CLEARWATER INTL,ST PETERSBURG-CLEARWATER,FL,RNAV (GPS) RWY 18,LPV,207,1800,200,Y,1.0,Y,61039
KDLN,1,10.0,10.0,10.0,10.0,,DILLON,DILLON,MT,RNAV (GPS) RWY 35,LP,5600,1,355,N,1.0,N,49227
KPHP,1,10.0,10.0,10.0,10.0,,PHILIP,PHILIP,SD,RNAV (GPS) RWY 12,LPV,2467,1,258,N,1.0,N,78434
KPHN,1,10.0,10.0,10.0,10.0,,ST CLAIR COUNTY INTL,PORT HURON,MI,RNAV (GPS) RWY 22,LP,1020,1,371,N,1.0,Y,97723
KDNN,1,10.0,10.0,10.0,10.0,,DALTON MUNI,DALTON,GA,RNAV (GPS) RWY 14,LPV,959, 0.75,250,Y,1.0,Y,65801
KILM,1,10.0,10.0,10.0,10.0,,WILMINGTON INTL,WILMINGTON,NC,RNAV (GPS) RWY 24,LPV,226,2400,200,Y,1.0,Y,45899
KPGV,1,10.0,10.0,10.0,10.0,,PITT-GREENVILLE,GREENVILLE,NC,RNAV (GPS) RWY 02,LPV,403,1.25,379,N,1.0,Y,42738
KDQH,1,10.0,10.0,10.0,10.0,,DOUGLAS MUNI,DOUGLAS,GA,RNAV (GPS) RWY 22,LPV,507, 0.75,250,N,1.0,Y,86725
KPEQ,1,10.0,10.0,10.0,10.0,,PECOS MUNI,PECOS,TX,RNAV (GPS) RWY 14,LPV,2808, 0.75,200,N,1.0,N,62830
KDRT,1,10.0,10.0,10.0,10.0,,DEL RIO INTL,DEL RIO,TX,RNAV (GPS) RWY 13,LPV,1252, 0.5,250,Y,1.0,Y,86449
KDTL,1,10.0,10.0,10.0,10.0,,DETROIT LAKES-WETHING FIELD,DETROIT LAKES,MN,RNAV (GPS) RWY 31,LPV,1654,1,264,N,1.0,N,86704
KPBX,1,10.0,10.0,10.0,10.0,,PIKE COUNTY-HATCHER FIELD,PIKEVILLE,KY,RNAV (GPS) RWY 09,LPV,1709,1,250,N,1.0,Y,61240
KPBI,1,10.0,10.0,10.0,10.0,,PALM BEACH INTL,WEST PALM BEACH,FL,RNAV (GPS) Y RWY 14,LPV,293,1,276,N,1.0,Y,40018
KPBH,1,10.0,10.0,10.0,10.0,,PRICE COUNTY,PHILLIPS,WI,RNAV (GPS) RWY 06,LP,1840,1,369,N,1.0,N,49126
KELK,1,10.0,10.0,10.0,10.0,,ELK CITY RGNL BUSINESS,ELK CITY,OK,RNAV (GPS) RWY 35,LPV,2234,0.875,250,N,1.0,N,53508
KOFP,1,10.0,10.0,10.0,10.0,,HANOVER COUNTY MUNI,RICHMOND/ASHLAND,VA,RNAV (GPS) RWY 16,LPV,535,1.25,328,N,1.0,N,42904
KFNT,1,10.0,10.0,10.0,10.0,,BISHOP INTL,FLINT,MI,RNAV (GPS) RWY 09,LPV,971,2400,200,Y,1.0,Y,45714
KMMU,1,10.0,10.0,10.0,10.0,,MORRISTOWN MUNI,MORRISTOWN,NJ,RNAV (GPS) Z RWY 23,LPV,488, 0.5,305,Y,1.0,Y,45621
KMSL,1,10.0,10.0,10.0,10.0,,NORTHWEST ALABAMA RGNL,MUSCLE SHOALS,AL,RNAV (GPS) RWY 29,LPV,751, 0.5,200,Y,1.0,Y,40000
KMRY,1,10.0,10.0,10.0,10.0,,MONTEREY RGNL,MONTEREY,CA,RNAV (GPS) Y RWY 28L,LP,1080,5500,823,N,1.0,Y,61237
KMRN,1,10.0,10.0,10.0,10.0,,FOOTHILLS REGIONAL,MORGANTON,NC,RNAV (GPS) RWY 21,LPV,1520, 0.75,250,N,1.0,N,40322
KMRC,1,10.0,10.0,10.0,10.0,,MAURY COUNTY,COLUMBIA/MOUNT PLEASANT,TN,RNAV (GPS) RWY 24,LPV,981,1,300,N,1.0,N,69515
KF05,1,10.0,10.0,10.0,10.0,,WILBARGER COUNTY,VERNON,TX,RNAV (GPS) RWY 20,LPV,1509,1,250,N,1.0,N,63018
KMOX,1,10.0,10.0,10.0,10.0,,MORRIS MUNI - CHARLIE SCHMIDT FLD,MORRIS,MN,RNAV (GPS) RWY 14,LPV,1378,1,250,N,1.0,N,49032
KF70,1,10.0,10.0,10.0,10.0,,FRENCH VALLEY,MURRIETA/TEMECULA,CA,RNAV (GPS) RWY 18,LPV,1600,0.875,250,N,1.0,N,78135
KMOR,1,8.0,8.0,8.0,8.0,,MOORE-MURRELL,MORRISTOWN,TN,RNAV (GPS) RWY 05,LP,1760, 0.75,447,N,1.0,N,78321
KFBL,1,10.0,10.0,10.0,10.0,,FARIBAULT MUNI-LIZ WALL STROHFUS FIELD,FAIRBAULT,MN,RNAV (GPS) RWY 30,LPV,1306,1,250,N,1.0,N,61032
KFCI,1,10.0,10.0,10.0,10.0,,RICHMOND EXECUTIVE-CHESTERFIELD COUNTY,RICHMOND,VA,RNAV (GPS) RWY 33,LPV,492, 0.5,293,Y,1.0,Y,56221
KFET,1,10.0,10.0,10.0,10.0,,FREMONT MUNI,FREMONT,NE,RNAV (GPS) RWY 32,LPV,1456,1,252,N,1.0,N,77635
KELM,1,10.0,10.0,10.0,10.0,,ELMIRA/CORNING RGNL,ELMIRA/CORNING,NY,RNAV (GPS) RWY 10,LP,2880,1.25,1346,N,1.0,Y,70530
KMLU,1,10.0,10.0,10.0,10.0,,MONROE RGNL,MONROE,LA,RNAV (GPS) RWY 14 ORIG,LP,580,1,501,N,1.0,Y,90542
KFFZ,1,10.0,10.0,10.0,10.0,,FALCON FLD,MESA,AZ,RNAV (GPS) RWY 04L,LP,1780,1,397,N,1.0,N,56625
KMLJ,1,10.0,10.0,10.0,10.0,,BALDWIN COUNTY RGNL,MILLEDGEVILLE,GA,RNAV (GPS) RWY 28,LPV,670,1,291,N,1.0,N,82318
KFLG,1,10.0,10.0,10.0,10.0,,FLAGSTAFF PULLIAM,FLAGSTAFF,AZ,RNAV (GPS) RWY 03,LPV,7264, 0.75,250,N,1.0,Y,45718
KMLB,1,10.0,10.0,10.0,10.0,,MELBOURNE INTL,MELBOURNE,FL,RNAV (GPS) RWY 27R,LPV,226, 0.75,200,N,1.0,Y,50101
KMKY,1,10.0,10.0,10.0,10.0,,MARCO ISLAND,MARCO ISLAND,FL,RNAV (GPS) RWY 35,LPV,286,1,281,N,1.0,N,53316
KFMM,1,10.0,10.0,10.0,10.0,,FORT MORGAN MUNI,FORT MORGAN,CO,RNAV (GPS) RWY 14,LPV,4845,1,250,N,1.0,N,86330
KFMY,1,10.0,10.0,10.0,10.0,,PAGE FIELD,FORT MYERS,FL,RNAV (GPS) RWY 31,LPV,265,1,250,N,1.0,Y,50524
KMKJ,1,10.0,10.0,10.0,10.0,,MOUNTAIN EMPIRE,MARION/WYTHEVILLE,VA,RNAV (GPS) RWY 26,LPV,3096,2,577,N,1.0,N,72802
KMKG,1,10.0,10.0,10.0,10.0,,MUSKEGON COUNTY,MUSKEGON,MI,RNAV (GPS) RWY 24,LPV,827, 0.5,200,Y,1.0,Y,42918
KEYW,1,10.0,10.0,10.0,10.0,,KEY WEST INTL,KEY WEST ,FL,RNAV (GPS) RWY 09,LPV,253,1,250,N,1.0,N,40405
KEWK,1,10.0,10.0,10.0,10.0,,NEWTON-CITY-COUNTY,NEWTON,KS,RNAV (GPS) RWY 17,LPV,1791, 0.5,261,Y,1.0,Y,50109
KEVM,1,10.0,10.0,10.0,10.0,,EVELETH-VIRGINIA MUNI,EVELETH,MN,RNAV (GPS) RWY 27,LPV,1634,1.125,262,N,1.0,N,57931
KMTH,1,10.0,10.0,10.0,10.0,,THE FLORIDA KEYS MARATHON INTL,MARATHON,FL,RNAV (GPS) RWY 25,LPV,315,1,310,N,1.0,N,58312
KOEL,1,10.0,10.0,10.0,10.0,,OAKLEY MUNI,OAKLEY,KS,RNAV (GPS) RWY 34,LPV,3285,1,250,N,1.0,N,69500
KENV,1,10.0,10.0,10.0,10.0,,WENDOVER,WENDOVER,UT,RNAV (GPS) RWY 08,LPV,4560,1,330,N,1.0,N,42523
KOCF,1,10.0,10.0,10.0,10.0,,OCALA INTL-JIM TAYLOR FIELD,OCALA,FL,RNAV (GPS) RWY 36,LPV,280, 0.75,200,Y,1.0,Y,58110
KEOK,1,10.0,10.0,10.0,10.0,,KEOKUK MUNI,KEOKUK,IA,RNAV (GPS) RWY 32,LPV,921,1,250,N,1.0,Y,40005
KOAJ,1,10.0,10.0,10.0,10.0,,ALBERT J ELLIS,JACKSONVILLE,NC,RNAV (GPS) RWY 05,LPV,289, 0.5,200,Y,1.0,Y,49009
KO69,1,10.0,10.0,10.0,10.0,,PETALUMA MUNI,PETALUMA,CA,RNAV (GPS) RWY 29,LPV,356,0.875,270,N,1.0,N,49124
KNUQ,1,10.0,10.0,10.0,10.0,,MOFFETT FEDERAL AFLD,MOUNTAIN VIEW,CA,RNAV (GPS) RWY 32L,LPV,337,1,301,N,1.0,Y,50242
KNRN,1,10.0,10.0,10.0,10.0,,NORTON MUNI,NORTON,KS,RNAV (GPS) RWY 34,LPV,2800,1.5,424,N,1.0,N,70619
KNQA,1,10.0,10.0,10.0,10.0,,MILLINGTON-MEMPHIS,MILLINGTON,TN,RNAV (GPS) RWY 04,LPV,492, 0.75,200,N,1.0,Y,78334
